paper_id	title	reference_title	authors	preprint_year	publication_year	venue	arxiv_id	publication_doi	canonical_url	reference_url	metadata_source_url	publication_metadata_url	identity_status	acquisition_status	read_depth	fulltext_local_available	priority_reading
P0455	CloudRaid: hunting concurrency bugs in the cloud via log-mining	CloudRaid: hunting concurrency bugs in the cloud via log-mining	Jie Lu; Feng Li; Lian Li; Xiaobing Feng		2018	Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering		10.1145/3236024.3236071	https://doi.org/10.1145/3236024.3236071	https://doi.org/10.1145/3236024.3236071	https://api.crossref.org/works/10.1145%2F3236024.3236071		matched	200	metadata_only	False	False
P0456	Toward fine-grained, unsupervised, scalable performance diagnosis for production cloud computing systems	Toward Fine-Grained, Unsupervised, Scalable Performance Diagnosis for Production Cloud Computing Systems	Haibo Mi; Huaimin Wang; Yangfan Zhou; Michael Rung-Tsong Lyu; Hua Cai		2013	IEEE Transactions on Parallel and Distributed Systems		10.1109/tpds.2013.21	https://ieeexplore.ieee.org/document/6410318	https://doi.org/10.1109/tpds.2013.21	https://api.crossref.org/works/10.1109%2Ftpds.2013.21		matched	rescued_primary_metadata	metadata_only	False	False
P0457	Comprehending performance from real-world execution traces: A device-driver case	Comprehending performance from real-world execution traces: a device-driver case	Xiao Yu; Shi Han; Dongmei Zhang; Tao Xie		2014	ACM SIGPLAN Notices		10.1145/2644865.2541968	https://doi.org/10.1145/2644865.2541968	https://doi.org/10.1145/2644865.2541968	https://api.crossref.org/works/10.1145%2F2644865.2541968		matched	200	abstract_available_not_read	False	False
P0458	Log-based abnormal task detection and root cause analysis for spark	Log-based Abnormal Task Detection and Root Cause Analysis for Spark	Siyang Lu; BingBing Rao; Xiang Wei; Byungchul Tak; Long Wang; Liqiang Wang		2017	2017 IEEE International Conference on Web Services (ICWS)		10.1109/icws.2017.135	https://ieeexplore.ieee.org/document/8029786	https://doi.org/10.1109/icws.2017.135	https://api.crossref.org/works/10.1109%2Ficws.2017.135		matched	rescued_primary_metadata	metadata_only	False	False
P0459	Insights into the diagnosis of system failures from cluster message logs	Insights into the Diagnosis of System Failures from Cluster Message Logs	Edward Chuah; Arshad Jhumka; James C. Browne; Bill Barth; Sai Narasimhamurthy		2015	2015 11th European Dependable Computing Conference (EDCC)		10.1109/edcc.2015.19	https://ieeexplore.ieee.org/document/7371970	https://doi.org/10.1109/edcc.2015.19	https://api.crossref.org/works/10.1109%2Fedcc.2015.19		matched	rescued_primary_metadata	metadata_only	False	False
P0460	Diagnosing the root-causes of failures from cluster log files	Diagnosing the root-causes of failures from cluster log files	Edward Chuah; Shyh-hao Kuo; Paul Hiew; William-Chandra Tjhi; Gary Lee; John Hammond; Marek T. Michalewicz; Terence Hung; James C. Browne		2010	2010 International Conference on High Performance Computing		10.1109/hipc.2010.5713159	https://ieeexplore.ieee.org/document/5713159	https://doi.org/10.1109/hipc.2010.5713159	https://api.crossref.org/works/10.1109%2Fhipc.2010.5713159		matched	rescued_primary_metadata	metadata_only	False	False
P0461	SCMiner: localizing system-level concurrency faults from large system call traces	SCMiner: Localizing System-Level Concurrency Faults from Large System Call Traces	Tarannum Shaila Zaman; Xue Han; Tingting Yu		2019	2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE)		10.1109/ase.2019.00055	https://ieeexplore.ieee.org/document/8952396	https://doi.org/10.1109/ase.2019.00055	https://api.crossref.org/works/10.1109%2Fase.2019.00055		matched	rescued_primary_metadata	metadata_only	False	False
P0462	Structured comparative analysis of systems logs to diagnose performance problems	Structured Comparative Analysis of Systems Logs to Diagnose Performance Problems	Karthik Nagaraj; Charles Killian; Jennifer Neville		2012	9th USENIX Symposium on Networked Systems Design and Implementation (NSDI 12)			https://www.usenix.org/system/files/conference/nsdi12/nsdi12-final61.pdf	https://www.usenix.org/system/files/conference/nsdi12/nsdi12-final61.pdf	https://www.usenix.org/conference/nsdi12/technical-sessions/presentation/nagaraj		matched	rescued_primary_metadata	metadata_only	False	False
P0463	What causes my test alarm? Automatic cause analysis for test alarms in system and integration testing	What Causes My Test Alarm? Automatic Cause Analysis for Test Alarms in System and Integration Testing	He Jiang; Xiaochen Li; Zijiang Yang; Jifeng Xuan		2017	2017 IEEE/ACM 39th International Conference on Software Engineering (ICSE)		10.1109/icse.2017.71	https://doi.org/10.1109/ICSE.2017.71	https://doi.org/10.1109/icse.2017.71	https://api.crossref.org/works/10.1109%2Ficse.2017.71		matched	200	metadata_only	False	False
P0464	Root-Cause Diagnosis Using Logs Generated by User Actions	Root-Cause Diagnosis Using Logs Generated by User Actions	Hiroki Ikeuchi; Akio Watanabe; Takehiro Kawata; Ryoichi Kawahara		2018	2018 IEEE Global Communications Conference (GLOBECOM)		10.1109/glocom.2018.8647957	https://ieeexplore.ieee.org/document/8647957	https://doi.org/10.1109/glocom.2018.8647957	https://api.crossref.org/works/10.1109%2Fglocom.2018.8647957		matched	rescued_primary_metadata	metadata_only	False	False
P0465	Mining Historical Issue Repositories to Heal Large-Scale Online Service Systems	Mining Historical Issue Repositories to Heal Large-Scale Online Service Systems	Rui Ding; Qiang Fu; Jian Guang Lou; Qingwei Lin; Dongmei Zhang; Tao Xie		2014	2014 44th Annual IEEE/IFIP International Conference on Dependable Systems and Networks		10.1109/dsn.2014.39	https://ieeexplore.ieee.org/document/6903589	https://doi.org/10.1109/dsn.2014.39	https://api.crossref.org/works/10.1109%2Fdsn.2014.39		matched	rescued_primary_metadata	metadata_only	False	False
P0466	An Approach to Cloud Execution Failure Diagnosis Based on Exception Logs in OpenStack	An Approach to Cloud Execution Failure Diagnosis Based on Exception Logs in OpenStack	Yue Yuan; Wenchang Shi; Bin Liang; Bo Qin		2019	2019 IEEE 12th International Conference on Cloud Computing (CLOUD)		10.1109/cloud.2019.00031	https://ieeexplore.ieee.org/document/8814553	https://doi.org/10.1109/cloud.2019.00031	https://api.crossref.org/works/10.1109%2Fcloud.2019.00031		matched	rescued_primary_metadata	metadata_only	False	False
P0467	Understanding customer problem troubleshooting from storage system logs	Understanding Customer Problem Troubleshooting from Storage System Logs	Weihang Jiang; Chongfeng Hu; Shankar Pasupathy; Arkady Kanevsky; Zhenmin Li; Yuanyuan Zhou		2009	7th USENIX Conference on File and Storage Technologies (FAST 09)			https://www.usenix.org/legacy/events/fast09/tech/full_papers/jiang/jiang.pdf	https://www.usenix.org/legacy/events/fast09/tech/full_papers/jiang/jiang.pdf	https://www.usenix.org/conference/fast-09/understanding-customer-problem-troubleshooting-storage-system-logs		matched	rescued_primary_metadata	metadata_only	False	False
P0468	Reading between the lines of failure logs: Understanding how HPC systems fail	Reading between the lines of failure logs: Understanding how HPC systems fail	Nosayba El-Sayed; Bianca Schroeder		2013	2013 43rd Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN)		10.1109/dsn.2013.6575356	https://ieeexplore.ieee.org/document/6575356	https://doi.org/10.1109/dsn.2013.6575356	https://api.crossref.org/works/10.1109%2Fdsn.2013.6575356		matched	rescued_primary_metadata	metadata_only	False	False
P0469	What logs should you look at when an application fails? insights from an industrial case study	What Logs Should You Look at When an Application Fails? Insights from an Industrial Case Study	Marcello Cinque; Domenico Cotroneo; Raffaele Della Corte; Antonio Pecchia		2014	2014 44th Annual IEEE/IFIP International Conference on Dependable Systems and Networks		10.1109/dsn.2014.69	https://ieeexplore.ieee.org/document/6903626	https://doi.org/10.1109/dsn.2014.69	https://api.crossref.org/works/10.1109%2Fdsn.2014.69		matched	rescued_primary_metadata	metadata_only	False	False
P0470	A Survey of Graph Retrieval-Augmented Generation for Customized Large Language Models	A Survey of Graph Retrieval-Augmented Generation for Customized Large Language Models	Zhang, Qinggang; Chen, Shengyuan; Bei, Yuanchen; Yuan, Zheng; Zhou, Huachi; Hong, Zijin; Chen, Hao; Xiao, Yilin; Zhou, Chuang; Dong, Junnan; Chang, Yi; Huang, Xiao	2025			2501.13958		https://arxiv.org/abs/2501.13958	https://arxiv.org/abs/2501.13958	https://api.datacite.org/dois/10.48550/arxiv.2501.13958		matched	ok	abstract_available_not_read	False	False
P0471	E^2GraphRAG: Streamlining Graph-based RAG for High Efficiency and Effectiveness	E^2GraphRAG: Streamlining Graph-based RAG for High Efficiency and Effectiveness	Zhao, Yibo; Zhu, Jiapeng; Guo, Ye; He, Kangkang; Li, Xiang	2025			2505.24226		https://arxiv.org/abs/2505.24226	https://arxiv.org/abs/2505.24226	https://api.datacite.org/dois/10.48550/arxiv.2505.24226		matched	ok	abstract_available_not_read	False	False
P0472	ArchRAG: Attributed Community-based Hierarchical Retrieval-Augmented Generation	ArchRAG: Attributed Community-based Hierarchical Retrieval-Augmented Generation	Wang, Shu; Fang, Yixiang; Zhou, Yingli; Liu, Xilin; Ma, Yuchi	2025			2502.09891		https://arxiv.org/abs/2502.09891	https://arxiv.org/abs/2502.09891	https://api.datacite.org/dois/10.48550/arxiv.2502.09891		matched	ok	abstract_available_not_read	False	False
P0473	KET-RAG: A Cost-Efficient Multi-Granular Indexing Framework for Graph-RAG	KET-RAG: A Cost-Efficient Multi-Granular Indexing Framework for Graph-RAG	Huang, Yiqian; Zhang, Shiqi; Xiao, Xiaokui	2025			2502.09304		https://arxiv.org/abs/2502.09304	https://arxiv.org/abs/2502.09304	https://api.datacite.org/dois/10.48550/arxiv.2502.09304		matched	ok	abstract_available_not_read	False	False
P0474	PIKE-RAG: sPecIalized KnowledgE and Rationale Augmented Generation	PIKE-RAG: sPecIalized KnowledgE and Rationale Augmented Generation	Wang, Jinyu; Fu, Jingjing; Wang, Rui; Song, Lei; Bian, Jiang	2025			2501.11551		https://arxiv.org/abs/2501.11551	https://arxiv.org/abs/2501.11551	https://api.datacite.org/dois/10.48550/arxiv.2501.11551		matched	ok	abstract_available_not_read	False	False
P0475	Retrieval-Augmented Generation with Hierarchical Knowledge	Retrieval-Augmented Generation with Hierarchical Knowledge	Huang, Haoyu; Huang, Yongfeng; Yang, Junjie; Pan, Zhenyu; Chen, Yongqiang; Ma, Kaili; Chen, Hongzhi; Cheng, James	2025			2503.10150		https://arxiv.org/abs/2503.10150	https://arxiv.org/abs/2503.10150	https://api.datacite.org/dois/10.48550/arxiv.2503.10150		matched	ok	abstract_available_not_read	False	False
P0476	Graph Neural Network Enhanced Retrieval for Question Answering of LLMs	Graph Neural Network Enhanced Retrieval for Question Answering of LLMs	Li, Zijian; Guo, Qingyan; Shao, Jiawei; Song, Lei; Bian, Jiang; Zhang, Jun; Wang, Rui	2024			2406.06572		https://arxiv.org/abs/2406.06572	https://arxiv.org/abs/2406.06572	https://api.datacite.org/dois/10.48550/arxiv.2406.06572		matched	ok	abstract_available_not_read	False	False
P0477	KAG: Boosting LLMs in Professional Domains via Knowledge Augmented Generation	KAG: Boosting LLMs in Professional Domains via Knowledge Augmented Generation	Liang, Lei; Sun, Mengshu; Gui, Zhengke; Zhu, Zhongshu; Jiang, Zhouyu; Zhong, Ling; Qu, Yuan; Zhao, Peilong; Bo, Zhongpu; Yang, Jin; Xiong, Huaidong; Yuan, Lin; Xu, Jun; Wang, Zaoyang; Zhang, Zhiqiang; Zhang, Wen; Chen, Huajun; Chen, Wenguang; Zhou, Jun	2024			2409.13731		https://arxiv.org/abs/2409.13731	https://arxiv.org/abs/2409.13731	https://api.datacite.org/dois/10.48550/arxiv.2409.13731		matched	ok	abstract_available_not_read	False	False
P0478	OG-RAG: Ontology-Grounded Retrieval-Augmented Generation For Large Language Models	OG-RAG: Ontology-Grounded Retrieval-Augmented Generation For Large Language Models	Sharma, Kartik; Kumar, Peeyush; Li, Yunqing	2024			2412.15235		https://arxiv.org/abs/2412.15235	https://arxiv.org/abs/2412.15235	https://api.datacite.org/dois/10.48550/arxiv.2412.15235		matched	ok	abstract_available_not_read	False	False
P0479	GRAG: Graph Retrieval-Augmented Generation	GRAG: Graph Retrieval-Augmented Generation	Hu, Yuntong; Lei, Zhihan; Zhang, Zheng; Pan, Bo; Ling, Chen; Zhao, Liang	2024			2405.16506		https://arxiv.org/abs/2405.16506	https://arxiv.org/abs/2405.16506	https://api.datacite.org/dois/10.48550/arxiv.2405.16506		matched	ok	abstract_available_not_read	False	False
P0480	Empowering Large Language Models to Set up a Knowledge Retrieval Indexer via Self-Learning	Empowering Large Language Models to Set up a Knowledge Retrieval Indexer via Self-Learning	Liang, Xun; Niu, Simin; li, Zhiyu; Zhang, Sensen; Song, Shichao; Wang, Hanyu; Yang, Jiawei; Xiong, Feiyu; Tang, Bo; Xi, Chenyang	2024			2405.16933		https://arxiv.org/abs/2405.16933	https://arxiv.org/abs/2405.16933	https://api.datacite.org/dois/10.48550/arxiv.2405.16933		matched	ok	abstract_available_not_read	False	False
P0481	RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval	RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval	Sarthi, Parth; Abdullah, Salman; Tuli, Aditi; Khanna, Shubh; Goldie, Anna; Manning, Christopher D.	2024			2401.18059		https://arxiv.org/abs/2401.18059	https://arxiv.org/abs/2401.18059	https://api.datacite.org/dois/10.48550/arxiv.2401.18059		matched	ok	abstract_only	True	True
P0482	Knowledge Graph Prompting for Multi-Document Question Answering	Knowledge Graph Prompting for Multi-Document Question Answering	Wang, Yu; Lipka, Nedim; Rossi, Ryan A.; Siu, Alexa; Zhang, Ruiyi; Derr, Tyler	2023			2308.11730		https://arxiv.org/abs/2308.11730	https://arxiv.org/abs/2308.11730	https://api.datacite.org/dois/10.48550/arxiv.2308.11730		matched	ok	abstract_available_not_read	False	False
P0483	GraphCoder: Enhancing Repository-Level Code Completion via Code Context Graph-based Retrieval and Language Model	GraphCoder: Enhancing Repository-Level Code Completion via Code Context Graph-based Retrieval and Language Model	Liu, Wei; Yu, Ailun; Zan, Daoguang; Shen, Bo; Zhang, Wei; Zhao, Haiyan; Jin, Zhi; Wang, Qianxiang	2024			2406.07003		https://arxiv.org/abs/2406.07003	https://arxiv.org/abs/2406.07003	https://api.datacite.org/dois/10.48550/arxiv.2406.07003		matched	ok	abstract_available_not_read	False	False
P0484	Knowledge guided text retrieval and reading for open domain question answering	Knowledge Guided Text Retrieval and Reading for Open Domain Question Answering	Min, Sewon; Chen, Danqi; Zettlemoyer, Luke; Hajishirzi, Hannaneh	2019			1911.03868		https://arxiv.org/abs/1911.03868	https://arxiv.org/abs/1911.03868	https://api.datacite.org/dois/10.48550/arxiv.1911.03868		matched	ok	abstract_available_not_read	False	False
P0485	You Don't Need Pre-built Graphs for RAG: Retrieval Augmented Generation with Adaptive Reasoning Structures	You Don't Need Pre-built Graphs for RAG: Retrieval Augmented Generation with Adaptive Reasoning Structures	Chen, Shengyuan; Zhou, Chuang; Yuan, Zheng; Zhang, Qinggang; Cui, Zeyang; Chen, Hao; Xiao, Yilin; Cao, Jiannong; Huang, Xiao	2025			2508.06105		https://arxiv.org/abs/2508.06105	https://arxiv.org/abs/2508.06105	https://api.datacite.org/dois/10.48550/arxiv.2508.06105		matched	ok	abstract_available_not_read	False	False
P0486	AutoGraph-R1: End-to-End Reinforcement Learning for Knowledge Graph Construction	AutoGraph-R1: End-to-End Reinforcement Learning for Knowledge Graph Construction	Tsang, Hong Ting; Bai, Jiaxin; Huang, Haoyu; Xiao, Qiao; Zheng, Tianshi; Xu, Baixuan; Liu, Shujie; Song, Yangqiu	2025			2510.15339		https://arxiv.org/abs/2510.15339	https://arxiv.org/abs/2510.15339	https://api.datacite.org/dois/10.48550/arxiv.2510.15339		matched	ok	abstract_available_not_read	False	False
P0487	AGRAG: Advanced Graph-based Retrieval-Augmented Generation for LLMs	AGRAG: Advanced Graph-based Retrieval-Augmented Generation for LLMs	Wang, Yubo; Li, Haoyang; Teng, Fei; Chen, Lei	2025			2511.05549		https://arxiv.org/abs/2511.05549	https://arxiv.org/abs/2511.05549	https://api.datacite.org/dois/10.48550/arxiv.2511.05549		matched	ok	abstract_available_not_read	False	False
P0488	MaGiX: A Multi-Granular Adaptive Graph Intelligence Framework for Enhancing Cross-Lingual RAG	MaGiX: A Multi-Granular Adaptive Graph Intelligence Framework for Enhancing Cross-Lingual RAG	Nguyen Manh Hieu; Vu Lam Anh; Hung Pham Van; Nam Le Hai; Linh Ngo; Nguyen Thi Ngoc Diep; Thien Nguyen		2025	Findings of the Association for Computational Linguistics: EMNLP 2025		10.18653/v1/2025.findings-emnlp.279	https://aclanthology.org/2025.findings-emnlp.279/	https://doi.org/10.18653/v1/2025.findings-emnlp.279	https://aclanthology.org/2025.findings-emnlp.279/		matched	200	abstract_available_not_read	False	False
P0489	Context-Aware Fine-Grained Graph RAG for Query-Focused Summarization	Context-Aware Fine-Grained Graph RAG for Query-Focused Summarization	Yubin Hong; ChaoFan Li; Jingyi Zhang; Yingxia Shao		2025	Proceedings of the 34th ACM International Conference on Information and Knowledge Management		10.1145/3746252.3760935	https://doi.org/10.1145/3746252.3760935	https://doi.org/10.1145/3746252.3760935	https://api.crossref.org/works/10.1145%2F3746252.3760935		matched	200	metadata_only	False	False
P0490	SUBQRAG: Sub-Question Driven Dynamic Graph RAG	SUBQRAG: Sub-Question Driven Dynamic Graph RAG	Li, Jiaoyang; Ruan, Junhao; Tang, Shengwei; Chen, Saihan; Chang, Kaiyan; Ge, Yuan; Xiao, Tong; Zhu, Jingbo	2025			2510.07718		https://arxiv.org/abs/2510.07718	https://arxiv.org/abs/2510.07718	https://api.datacite.org/dois/10.48550/arxiv.2510.07718		matched	ok	abstract_available_not_read	False	False
P0491	Ontology Learning and Knowledge Graph Construction: A Comparison of Approaches and Their Impact on RAG Performance	Ontology Learning and Knowledge Graph Construction: A Comparison of Approaches and Their Impact on RAG Performance	da Cruz, Tiago; Tavares, Bernardo; Belo, Francisco	2025			2511.05991		https://arxiv.org/abs/2511.05991	https://arxiv.org/abs/2511.05991	https://api.datacite.org/dois/10.48550/arxiv.2511.05991		matched	ok	abstract_available_not_read	False	False
P0492	GFM-RAG: Graph Foundation Model for Retrieval Augmented Generation	GFM-RAG: Graph Foundation Model for Retrieval Augmented Generation	Luo, Linhao; Zhao, Zicheng; Haffari, Gholamreza; Phung, Dinh; Gong, Chen; Pan, Shirui	2025			2502.01113		https://arxiv.org/abs/2502.01113	https://arxiv.org/abs/2502.01113	https://api.datacite.org/dois/10.48550/arxiv.2502.01113		matched	ok	abstract_available_not_read	False	False
P0493	G-reasoner: Foundation Models for Unified Reasoning over Graph-structured Knowledge	G-reasoner: Foundation Models for Unified Reasoning over Graph-structured Knowledge	Luo, Linhao; Zhao, Zicheng; Liu, Junnan; Qiu, Zhangchi; Dong, Junnan; Panev, Serge; Gong, Chen; Vu, Thuy-Trang; Haffari, Gholamreza; Phung, Dinh; Liew, Alan Wee-Chung; Pan, Shirui	2025			2509.24276		https://arxiv.org/abs/2509.24276	https://arxiv.org/abs/2509.24276	https://api.datacite.org/dois/10.48550/arxiv.2509.24276		matched	ok	abstract_available_not_read	False	False
P0494	Youtu-GraphRAG: Vertically Unified Agents for Graph Retrieval-Augmented Complex Reasoning	Youtu-GraphRAG: Vertically Unified Agents for Graph Retrieval-Augmented Complex Reasoning	Dong, Junnan; An, Siyu; Yu, Yifei; Zhang, Qian-Wen; Luo, Linhao; Huang, Xiao; Wu, Yunsheng; Yin, Di; Sun, Xing	2025			2508.19855		https://arxiv.org/abs/2508.19855	https://arxiv.org/abs/2508.19855	https://api.datacite.org/dois/10.48550/arxiv.2508.19855		matched	ok	abstract_available_not_read	False	False
P0495	PathRAG: Pruning Graph-based Retrieval Augmented Generation with Relational Paths	PathRAG: Pruning Graph-based Retrieval Augmented Generation with Relational Paths	Chen, Boyu; Guo, Zirui; Yang, Zidan; Chen, Yuluo; Chen, Junze; Liu, Zhenghao; Shi, Chuan; Yang, Cheng	2025			2502.14902		https://arxiv.org/abs/2502.14902	https://arxiv.org/abs/2502.14902	https://api.datacite.org/dois/10.48550/arxiv.2502.14902		matched	ok	abstract_available_not_read	False	False
P0496	DBCopilot: Natural Language Querying over Massive Databases via Schema Routing	DBCopilot: Natural Language Querying over Massive Databases via Schema Routing	Wang, Tianshu; Chen, Xiaoyang; Lin, Hongyu; Han, Xianpei; Sun, Le; Wang, Hao; Zeng, Zhenyu		2025			10.48786/edbt.2025.57	https://openproceedings.org/2025/conf/edbt/paper-209.pdf	https://doi.org/10.48786/edbt.2025.57	https://api.datacite.org/dois/10.48786/edbt.2025.57		matched	rescued_primary_metadata	metadata_only	False	False
P0497	From Local to Global: A Graph RAG Approach to Query-Focused Summarization	From Local to Global: A Graph RAG Approach to Query-Focused Summarization	Edge, Darren; Trinh, Ha; Cheng, Newman; Bradley, Joshua; Chao, Alex; Mody, Apurva; Truitt, Steven; Metropolitansky, Dasha; Ness, Robert Osazuwa; Larson, Jonathan	2024			2404.16130		https://arxiv.org/abs/2404.16130	https://arxiv.org/abs/2404.16130	https://api.datacite.org/dois/10.48550/arxiv.2404.16130		matched	ok	abstract_available_not_read	False	False
P0498	Structure Guided Prompt: Instructing Large Language Model in Multi-Step Reasoning by Exploring Graph Structure of the Text	Structure Guided Prompt: Instructing Large Language Model in Multi-Step Reasoning by Exploring Graph Structure of the Text	Kewei Cheng; Nesreen K. Ahmed; Theodore L. Willke; Yizhou Sun		2024	Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing		10.18653/v1/2024.emnlp-main.528	https://aclanthology.org/2024.emnlp-main.528/	https://doi.org/10.18653/v1/2024.emnlp-main.528	https://aclanthology.org/2024.emnlp-main.528/		matched	200	abstract_available_not_read	False	False
P0499	GraphReader: Building Graph-based Agent to Enhance Long-Context Abilities of Large Language Models	GraphReader: Building Graph-based Agent to Enhance Long-Context Abilities of Large Language Models	Li, Shilong; He, Yancheng; Guo, Hangyu; Bu, Xingyuan; Bai, Ge; Liu, Jie; Liu, Jiaheng; Qu, Xingwei; Li, Yangguang; Ouyang, Wanli; Su, Wenbo; Zheng, Bo	2024			2406.14550		https://arxiv.org/abs/2406.14550	https://arxiv.org/abs/2406.14550	https://api.datacite.org/dois/10.48550/arxiv.2406.14550		matched	ok	abstract_available_not_read	False	False
P0500	Retrieval-augmented generation with knowledge graphs for customer service question answering	Retrieval-Augmented Generation with Knowledge Graphs for Customer Service Question Answering	Zhentao Xu; Mark Jerome Cruz; Matthew Guevara; Tie Wang; Manasi Deshpande; Xiaofeng Wang; Zheng Li		2024	Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval		10.1145/3626772.3661370	https://doi.org/10.1145/3626772.3661370	https://doi.org/10.1145/3626772.3661370	https://api.crossref.org/works/10.1145%2F3626772.3661370		matched	200	metadata_only	False	False
P0501	DynaGRAG | Exploring the Topology of Information for Advancing Language Understanding and Generation in Graph Retrieval-Augmented Generation	DynaGRAG | Exploring the Topology of Information for Advancing Language Understanding and Generation in Graph Retrieval-Augmented Generation	Thakrar, Karishma	2024			2412.18644		https://arxiv.org/abs/2412.18644	https://arxiv.org/abs/2412.18644	https://api.datacite.org/dois/10.48550/arxiv.2412.18644		matched	ok	abstract_available_not_read	False	False
P0502	FastRAG: Retrieval Augmented Generation for Semi-structured Data	FastRAG: Retrieval Augmented Generation for Semi-structured Data	Abane, Amar; Bekri, Anis; Battou, Abdella; Bensalem, Saddek	2024			2411.13773		https://arxiv.org/abs/2411.13773	https://arxiv.org/abs/2411.13773	https://api.datacite.org/dois/10.48550/arxiv.2411.13773		matched	ok	abstract_available_not_read	False	False
P0503	AutoKG: Efficient automated knowledge graph generation for language models	AutoKG: Efficient Automated Knowledge Graph Generation for Language Models	Bohan Chen; Andrea L. Bertozzi		2023	2023 IEEE International Conference on Big Data (BigData)		10.1109/bigdata59044.2023.10386454	https://ieeexplore.ieee.org/document/10386454	https://doi.org/10.1109/bigdata59044.2023.10386454	https://api.crossref.org/works/10.1109%2Fbigdata59044.2023.10386454		matched	rescued_primary_metadata	metadata_only	False	False
P0504	Using Local Knowledge Graph Construction to Scale Seq2Seq Models to Multi-Document Inputs	Using Local Knowledge Graph Construction to Scale Seq2Seq Models to Multi-Document Inputs	Angela Fan; Claire Gardent; Chloé Braud; Antoine Bordes		2019	Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP)		10.18653/v1/D19-1428	https://aclanthology.org/D19-1428/	https://doi.org/10.18653/v1/D19-1428	https://aclanthology.org/D19-1428/		matched	200	abstract_available_not_read	False	False
P0505	Answering complex questions by joining multi-document evidence with quasi knowledge graphs	Answering Complex Questions by Joining Multi-Document Evidence with Quasi Knowledge Graphs	Xiaolu Lu; Soumajit Pramanik; Rishiraj Saha Roy; Abdalghani Abujabal; Yafang Wang; Gerhard Weikum		2019	Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval		10.1145/3331184.3331252	https://doi.org/10.1145/3331184.3331252	https://doi.org/10.1145/3331184.3331252	https://api.crossref.org/works/10.1145%2F3331184.3331252		matched	200	metadata_only	False	False
P0506	GraphSearch: An Agentic Deep Searching Workflow for Graph Retrieval-Augmented Generation	GraphSearch: An Agentic Deep Searching Workflow for Graph Retrieval-Augmented Generation	Yang, Cehao; Wu, Xiaojun; Lin, Xueyuan; Xu, Chengjin; Jiang, Xuhui; Sun, Yuanliang; Li, Jia; Xiong, Hui; Guo, Jian	2025			2509.22009		https://arxiv.org/abs/2509.22009	https://arxiv.org/abs/2509.22009	https://api.datacite.org/dois/10.48550/arxiv.2509.22009		matched	ok	abstract_available_not_read	False	False
P0507	Detecting Hallucinations in Graph Retrieval-Augmented Generation via Attention Patterns and Semantic Alignment	Detecting Hallucinations in Graph Retrieval-Augmented Generation via Attention Patterns and Semantic Alignment	Li, Shanghao; Han, Jinda; Wang, Yibo; Zhu, Yuanjie; Song, Zihe; He, Langzhou; Alghythee, Kenan Kamel A; Yu, Philip S.	2025			2512.09148		https://arxiv.org/abs/2512.09148	https://arxiv.org/abs/2512.09148	https://api.datacite.org/dois/10.48550/arxiv.2512.09148		matched	ok	abstract_available_not_read	False	False
P0508	Inference Scaled GraphRAG: Improving Multi Hop Question Answering on Knowledge Graphs	Inference Scaled GraphRAG: Improving Multi Hop Question Answering on Knowledge Graphs	Thompson, Travis; Lim, Seung-Hwan; Liu, Paul; He, Ruoying; Xu, Dongkuan	2025			2506.19967		https://arxiv.org/abs/2506.19967	https://arxiv.org/abs/2506.19967	https://api.datacite.org/dois/10.48550/arxiv.2506.19967		matched	ok	abstract_available_not_read	False	False
P0509	LightPROF: A Lightweight Reasoning Framework for Large Language Model on Knowledge Graph	LightPROF: A Lightweight Reasoning Framework for Large Language Model on Knowledge Graph	Ao, Tu; Yu, Yanhua; Wang, Yuling; Deng, Yang; Guo, Zirui; Pang, Liang; Wang, Pinghui; Chua, Tat-Seng; Zhang, Xiao; Cai, Zhen	2025			2504.03137		https://arxiv.org/abs/2504.03137	https://arxiv.org/abs/2504.03137	https://api.datacite.org/dois/10.48550/arxiv.2504.03137		matched	ok	abstract_available_not_read	False	False
P0510	Simple Is Effective: The Roles of Graphs and Large Language Models in Knowledge-Graph-Based Retrieval-Augmented Generation	Simple Is Effective: The Roles of Graphs and Large Language Models in Knowledge-Graph-Based Retrieval-Augmented Generation	Li, Mufei; Miao, Siqi; Li, Pan	2024			2410.20724		https://arxiv.org/abs/2410.20724	https://arxiv.org/abs/2410.20724	https://api.datacite.org/dois/10.48550/arxiv.2410.20724		matched	ok	abstract_available_not_read	False	False
